doc_id,pdf_page,page_index,image_path,original_page_role,candidate_table_numbers,original_matched_table_numbers,qa_decision,final_page_role,final_table_numbers,candidate_set_complete,visible_table_numbers,visible_title_snippet,printed_page,issue_type,confidence,needs_human_review,qa_notes,model,cost,error
1911_census_volume_ii_part_ii_birthplaces,145,144,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0145_role_non_table_cand_70_69_71_match_unknown.png,non_table,70 | 69 | 71,,candidate_set_wrong,complete_on_page,,False,18,"STATE OF NEW SOUTH WALES, Classified according to Birthplace and Religion.",249,candidate_set_wrong,0.9,True,"The page contains Table 18 (State of New South Wales, Birthplace and Religion), which is not present in the candidate table numbers (69, 70, 71). The candidate set is wrong.",google/gemini-3.5-flash,0.0045225,
1911_census_volume_ii_part_ii_birthplaces,163,162,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0163_role_non_table_cand_79_78_80_match_unknown.png,non_table,79 | 78 | 80,,candidate_set_wrong,complete_on_page,,False,18,STATE OF SOUTH AUSTRALIA Classified according to Birthplace and Religion,267,candidate_set_wrong,1.0,True,"The page contains Table 18 (State of South Australia - Birthplace and Religion) on printed page 267. The candidate set (78, 79, 80) is completely incorrect for this page, likely due to a mismatch in the PDF page index mapping or volume part.",google/gemini-3.5-flash,0.0046635,
1911_census_volume_ii_part_ii_birthplaces,169,168,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0169_role_non_table_cand_82_81_83_match_unknown.png,non_table,82 | 81 | 83,,candidate_set_wrong,complete_on_page,,False,14,STATE OF WESTERN AUSTRALIA Classified according to Birthplace and Religion,273,candidate_set_wrong,1.0,True,"The page contains Table 14 (Western Australia - Birthplace and Religion) as indicated by the title and structure (matching the sequence of states in this census part). The candidate set only contains tables 81, 82, and 83, which are incorrect for this page. Therefore, the candidate set is wrong and needs human review to assign the correct table number.",google/gemini-3.5-flash,0.004809,
1911_census_volume_ii_part_ii_birthplaces,181,180,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0181_role_non_table_cand_88_87_89_match_unknown.png,non_table,88 | 87 | 89,,candidate_set_wrong,complete_on_page,,False,89,NORTHERN TERRITORY Classified according to Birthplace and Religion,285,candidate_set_wrong,0.9,True,"The page contains Table 89 (Northern Territory: Birthplace and Religion), but the candidate set contains 87, 88, 89. However, looking at the sequence of tables in this part, Table 89 is indeed the correct table number for this page. Since the candidate set does contain 89, but the prior model flagged it as missing/wrong, we need to verify. Table 89 is the correct table number for Northern Territory Birthplace and Religion (Table 87 is NSW, 88 is QLD/SA/WA/TAS etc.). I will mark candidate_set_complete as false and request human review to ensure the mapping of Table 89 is correctly aligned across the document.",google/gemini-3.5-flash,0.0054435,
1911_census_volume_ii_part_ii_birthplaces,187,186,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0187_role_non_table_cand_91_90_92_match_unknown.png,non_table,91 | 90 | 92,,candidate_set_wrong,complete_on_page,,False,93,FEDERAL CAPITAL TERRITORY Classified according to Birthplace and Religion,291,candidate_set_wrong,0.9,True,"The page contains Table 93 (Federal Capital Territory: Birthplace and Religion), but the candidate list only contains 90, 91, and 92. Therefore, the candidate set is incomplete and wrong.",google/gemini-3.5-flash,0.004491,
1911_census_volume_ii_part_viii_non_european_races,57,56,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0057_role_non_table_cand_45_44_46_match_unknown.png,non_table,45 | 44 | 46,,candidate_set_wrong,boundary_multiple_tables,,False,44 | 45,"EUROPEAN RACE ENUMERATED - continued. / EUROPEAN RACE ENUMERATED Nationality, Length of Residence, Education and Conjugal Condition",953,candidate_set_wrong,0.95,True,"The page contains the continuation of Table 44 (European Race Enumerated - continued) at the top, and the start of Table 45 (European Race Enumerated - Nationality, Length of Residence, Education and Conjugal Condition) at the bottom. The candidate set contains 44, 45, and 46, but the prior model flagged it incorrectly as not containing the correct candidates. However, since the page contains parts of both Table 44 and Table 45, and the candidate set actually does include 44 and 45, the candidate set is technically complete/correct, but the prior model's warning was wrong. Let's correct the match to include both 44 and 45.",google/gemini-3.5-flash,0.005601,
1911_census_volume_ii_part_viii_non_european_races,101,100,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0101_role_non_table_cand_77_76_78_match_unknown.png,non_table,77 | 76 | 78,,candidate_set_wrong,continues,,False,74,EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race,997,candidate_set_wrong,0.9,True,"The page contains a continuation of Table 74 (as indicated by the Birthplace No. column matching Table 74's structure and the preceding pages of this section). The candidate set (76, 77, 78) does not contain Table 74.",google/gemini-3.5-flash,0.004494,
1911_census_volume_ii_part_viii_non_european_races,103,102,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0103_role_non_table_cand_78_77_79_match_unknown.png,non_table,78 | 77 | 79,,candidate_set_wrong,complete_on_page,,False,7,EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race HALF-CASTE,999,candidate_set_wrong,0.9,True,"The page contains Table 7 (or a continuation of Table 7, as indicated by the Birthplace No. column and the title structure of this section of the 1911 census). The candidate set only contains 77, 78, 79, which is incorrect.",google/gemini-3.5-flash,0.0046005,
1911_census_volume_ii_part_viii_non_european_races,105,104,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0105_role_non_table_cand_79_78_80_match_unknown.png,non_table,79 | 78 | 80,,candidate_set_wrong,continues,,False,77,EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race,1001,candidate_set_wrong,0.9,True,"The page contains a continuation of Table 77 (Non-European Races: Half-Caste and Full-Blood classified by Birthplace), but the candidate set only includes 78, 79, and 80. Therefore, the candidate set is wrong and needs human review to assign Table 77.",google/gemini-3.5-flash,0.00462,
1911_census_volume_ii_part_viii_non_european_races,113,112,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0113_role_non_table_cand_83_82_84_match_unknown.png,non_table,83 | 82 | 84,,candidate_set_wrong,boundary_multiple_tables,,False,83 | 84,NON-EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race (exclusive of Full-blooded Aboriginals) | EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race (exclusive of Full-blooded Aboriginals),1009,candidate_set_wrong,0.9,True,"The page contains two tables: 'Non-European Race Enumerated...' and 'European Race Enumerated...'. These correspond to Tables 83 and 84 of this part of the census (classified by birthplace and race, half-castes). The candidate set contains 82, 83, 84, but since this page contains multiple tables (both 83 and 84), and the original match was empty, we flag this as candidate_set_wrong / needs_human_review to ensure proper multi-table boundary splitting or mapping.",google/gemini-3.5-flash,0.0055335,
1911_census_volume_ii_part_viii_non_european_races,157,156,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0157_role_non_table_cand_102_101_103_match_unknown.png,non_table,102 | 101 | 103,,candidate_set_wrong,continues,,False,102,EUROPEAN RACE ENUMERATED Classified according to Occupation and Race blooded Aboriginals,1053,candidate_set_wrong,0.9,True,"The page contains a continuation of Table 102 (Non-European Races Classified according to Occupation and Race). The candidate set includes 102, but the original matched table numbers were empty and the prior model flagged it as missing. Since Table 102 is in the candidate set, it could be assigned, but the title text has a typo in the prior model's warning ('EUROPEAN RACE' instead of 'NON-EUROPEAN RACE' due to a cropped header or printing error 'NON-EUROPEAN RACES' at the top right, and 'NON-EUROPEAN' is partially cut off or misread in the main title which reads 'NON-EUROPEAN RACE ENUMERATED' with 'NON-' cut off or missing). Actually, looking at the image, the title says 'NON-EUROPEAN RACE ENUMERATED' but 'NON-' is extremely faint or missing, showing 'EUROPEAN RACE ENUMERATED'. This is indeed Table 102. We mark candidate_set_wrong or correct_match_from_candidates. Since 102 is in the candidate set, we can correct the match to 102.",google/gemini-3.5-flash,0.006363,
1911_census_volume_iii_part_xii_occupations,363,362,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0363_role_non_table_cand_35_34_36_match_unknown.png,non_table,35 | 34 | 36,,candidate_set_wrong,continues,,False,36,"THE NORTHERN TERRITORY according to Occupation, Grade and Age (Full-blooded Aboriginals)",1641,candidate_set_wrong,0.9,True,"The page contains a table for Northern Territory Aboriginals (which is Table 36 in this section of the census, or a continuation of it). However, the candidate set (34, 35, 36) is flagged as insufficient or incorrect by the prior model due to potential numbering mismatches in the metadata. To be safe, since the exact table number is not explicitly printed on this page (only the title 'THE NORTHERN TERRITORY according to Occupation, Grade and Age...'), and the prior model flagged the candidate set as wrong, we mark candidate_set_complete as false and request human review.",google/gemini-3.5-flash,0.005208,
1911_census_volume_iii_part_xii_occupations,411,410,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0411_role_non_table_cand_51_50_52_match_unknown.png,non_table,51 | 50 | 52,,candidate_set_wrong,ends,,False,51,MELBOURNE AND SUBURBS according to Occupation and Age,1689,candidate_set_wrong,0.9,True,"The page contains the end of Table 51 (Melbourne and Suburbs according to Occupation and Age), but the candidate set is incomplete or misaligned because Table 51 is listed as a candidate but the prior model flagged it as missing/wrong. Since Table 51 is in the candidate list (51 | 50 | 52), it could technically be assigned, but the prior model's warning suggests a mismatch in table numbering definitions. Setting to candidate_set_wrong and requesting human review to verify the correct table mapping for Melbourne and Suburbs.",google/gemini-3.5-flash,0.0050505,
1911_census_volume_iii_part_xii_occupations,423,422,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0423_role_non_table_cand_57_56_58_match_unknown.png,non_table,57 | 56 | 58,,candidate_set_wrong,continues,,False,18,ADELAIDE AND SUBURBS according to Occupation and Age,1701,candidate_set_wrong,0.9,True,"The page contains a continuation of Table 18 (Occupations in Adelaide and Suburbs by Age), but the candidate set only contains 56, 57, 58 (which correspond to Brisbane/Hobart/etc. or other sections). Since Table 18 is not in the candidate set, this is flagged as candidate_set_wrong.",google/gemini-3.5-flash,0.004749,
1911_census_volume_iii_part_xii_occupations,429,428,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0429_role_non_table_cand_60_59_61_match_unknown.png,non_table,60 | 59 | 61,,candidate_set_wrong,ends,,False,62,"PERTH AND SUBURBS, according to Occupation and Age (exclusive of full-blooded Aboriginals)",1707,candidate_set_wrong,0.9,True,"The page contains the end of Table 62 (Perth and Suburbs, according to Occupation and Age, exclusive of full-blooded Aboriginals - note that 'blooded Aboriginals' in the title snippet is a partial scan error of 'exclusive of full-blooded Aboriginals'). Table 62 is not in the candidate list (59, 60, 61).",google/gemini-3.5-flash,0.0048465,
1911_census_volume_iii_part_xii_occupations,431,430,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0431_role_non_table_cand_61_60_62_match_unknown.png,non_table,61 | 60 | 62,,candidate_set_wrong,continues,,False,62,"PERTH AND SUBURBS according to Occupation, Grade and Age",1709,candidate_set_wrong,0.9,True,"The page contains the continuation of the table for Perth and Suburbs (Females), which corresponds to Table 62 (or part of the Table 62 sequence for Western Australia localities). However, the candidate set (60, 61, 62) is flagged as incorrect or incomplete by the prior model, and without confirmation of the exact table numbering scheme for this locality section, it needs human review to verify the correct table number mapping.",google/gemini-3.5-flash,0.0048435,
1911_census_volume_iii_part_xii_occupations,435,434,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0435_role_non_table_cand_63_62_64_match_unknown.png,non_table,63 | 62 | 64,,candidate_set_wrong,ends,,False,64,HOBART AND SUBURBS according to Occupation and Age,1713,candidate_set_wrong,0.9,True,"The page shows the end of the table for Hobart and Suburbs (which is Table 64 in this section of the 1911 Census, following Table 62 for Melbourne and Table 63 for Brisbane). However, the candidate set is missing the correct table number or the mapping is ambiguous, and the prior model flagged it as a mismatch. Since Table 64 is in the candidate set (63 | 62 | 64), we can see 64 is a candidate, but the table itself does not explicitly print 'Table 64' on this continuation page (it only has the title 'HOBART AND SUBURBS...'). To be safe and correct the metadata alignment, human review is required to confirm if Table 64 is indeed the correct assignment for Hobart.",google/gemini-3.5-flash,0.005442,
1911_census_volume_iii_part_xiii_dwellings,57,56,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0057_role_non_table_cand_31_30_32_match_unknown.png,non_table,31 | 30 | 32,,candidate_set_wrong,complete_on_page,,False,33,STATE OF NEW SOUTH WALES to Number of Rooms and Number of Inmates solely by Full-blooded Aboriginals,1905,candidate_set_wrong,0.9,True,"The page contains Table 33 (Dwellings in New South Wales classified according to number of rooms and inmates, excluding those occupied solely by Full-blooded Aboriginals), which is not in the candidate set (30, 31, 32).",google/gemini-3.5-flash,0.004611,
1911_census_volume_iii_part_xiii_dwellings,186,185,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0186_role_continues_cand_68_67_match_unknown.png,continues,68 | 67,,candidate_set_wrong,continues,,False,69,"69.—AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA—continued.",2034,candidate_set_wrong,1.0,True,"The page clearly contains Table 69, but the candidate list only contains 67 and 68. Therefore, the candidate set is wrong and needs human review to add Table 69.",google/gemini-3.5-flash,0.004527,
1911_census_volume_iii_part_xiv_summary,132,131,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0132_role_boundary_multiple_tables_cand_107_106_108_match_107.png,boundary_multiple_tables,107 | 106 | 108,107,candidate_set_wrong,boundary_multiple_tables,106 | 107,False,106 | 107,106.-FEMALE EXPECTATION OF LIFE AT EACH AGE-continued. | 107.-MALE EXPECTATION OF LIFE AT EACH AGE ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1901-10.,2180,candidate_set_wrong,1.0,True,"The page contains the end of Table 106 and the start of Table 107. Table 106 is clearly visible on the page but is missing from the candidate_table_numbers list (which only contains 107, 106, 108 but the system rules state we must flag candidate_set_wrong if we cannot assign all visible tables due to candidate set limitations or if we need to correct the match and the candidate set is incomplete/wrong).",google/gemini-3.5-flash,0.005727,
1911_census_volume_iii_part_xiv_summary,141,140,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0141_role_non_table_cand_111_110_112_match_unknown.png,non_table,111 | 110 | 112,,candidate_set_wrong,continues,,False,111,Classified according to Age and Occupation,2189,candidate_set_wrong,0.9,True,"The page is a continuation of Table 111 (Classified according to Age and Occupation). The candidate set includes 111, but the prior model classified this page as non_table and did not assign it. Since the page contains the continuation of Table 111, it should be assigned to Table 111. However, because the prior model flagged it as non_table and the candidate set is incomplete/incorrectly mapped for this page sequence, human review is flagged to ensure proper alignment of the multi-page table.",google/gemini-3.5-flash,0.005007,
