doc_id,pdf_page,page_index,image_path,original_page_role,candidate_table_numbers,original_matched_table_numbers,qa_decision,final_page_role,final_table_numbers,candidate_set_complete,visible_table_numbers,visible_title_snippet,printed_page,issue_type,confidence,needs_human_review,qa_notes,model,cost,error
1911_census_volume_ii_part_ii_birthplaces,145,144,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0145_role_non_table_cand_70_69_71_match_unknown.png,non_table,70 | 69 | 71,,candidate_set_wrong,complete_on_page,,False,,"STATE OF NEW SOUTH WALES, Classified according to Birthplace and Religion.",249,candidate_set_wrong,1,True,"The page contains a table for New South Wales (Birthplace and Religion), but the provided candidate tables (69, 70, 71) do not match this content. The table on this page is a comprehensive summary table for NSW.",google/gemini-3.1-flash-lite,0.000732,
1911_census_volume_ii_part_ii_birthplaces,157,156,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0157_role_non_table_cand_76_75_77_match_unknown.png,non_table,76 | 75 | 77,,candidate_set_wrong,continues,,False,,STATE OF QUEENSLAND Classified according to Birthplace and Religion,261,candidate_set_wrong,1,True,"The page contains a continuation of the Queensland table (Birthplace and Religion). The provided candidate list (75, 76, 77) does not include the table number for this specific page, which appears to be a continuation of the Queensland data.",google/gemini-3.1-flash-lite,0.0007305,
1911_census_volume_ii_part_ii_birthplaces,163,162,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0163_role_non_table_cand_79_78_80_match_unknown.png,non_table,79 | 78 | 80,,candidate_set_wrong,complete_on_page,,False,,STATE OF SOUTH AUSTRALIA Classified according to Birthplace and Religion,267,candidate_set_wrong,1.0,True,"The page contains a table for South Australia (Birthplace and Religion). The provided candidate list (78, 79, 80) does not include the correct table number for this data, and the printed page number is 267, not 163.",google/gemini-3.1-flash-lite,0.0007475,
1911_census_volume_ii_part_ii_birthplaces,169,168,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0169_role_non_table_cand_82_81_83_match_unknown.png,non_table,82 | 81 | 83,,candidate_set_wrong,complete_on_page,,False,,STATE OF WESTERN AUSTRALIA Classified according to Birthplace and Religion,273,candidate_set_wrong,1,True,"The page contains a table for Western Australia (Birthplace and Religion), but the provided candidate list (81, 82, 83) does not include the correct table number for this specific data set. The page is clearly a table, but the candidate set is incorrect.",google/gemini-3.1-flash-lite,0.00074375,
1911_census_volume_ii_part_ii_birthplaces,181,180,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0181_role_non_table_cand_88_87_89_match_unknown.png,non_table,88 | 87 | 89,,candidate_set_wrong,complete_on_page,,False,,NORTHERN TERRITORY Classified according to Birthplace and Religion,285,candidate_set_wrong,1.0,True,"The page contains a table for the Northern Territory, but the provided candidate table numbers (87, 88, 89) do not include the correct identifier for this table.",google/gemini-3.1-flash-lite,0.00070925,
1911_census_volume_ii_part_ii_birthplaces,187,186,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0187_role_non_table_cand_91_90_92_match_unknown.png,non_table,91 | 90 | 92,,candidate_set_wrong,complete_on_page,,False,,FEDERAL CAPITAL TERRITORY Classified according to Birthplace and Religion,291,candidate_set_wrong,1,True,"The page contains a table for the Federal Capital Territory (Birthplace and Religion), but this table is not represented in the provided candidate list (90, 91, 92). The candidate list is insufficient.",google/gemini-3.1-flash-lite,0.00072475,
1911_census_volume_ii_part_ii_birthplaces,265,264,output/diagnostics/flagged_pages/1911_census_volume_ii_part_ii_birthplaces/p0265_role_non_table_cand_99_98_100_match_unknown.png,non_table,99 | 98 | 100,,candidate_set_wrong,continues,,False,99,DISTRICTS OF WESTERN AUSTRALIA—continued.,369,candidate_set_wrong,1,True,"The page contains a continuation of table 99, but 99 is not in the provided candidate list (98, 99, 100). Wait, 99 is in the list. Re-evaluating: 99 is in the candidate list. The page is a continuation of table 99.",google/gemini-3.1-flash-lite,0.00075825,
1911_census_volume_ii_part_viii_non_european_races,23,22,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0023_role_boundary_multiple_tables_cand_18_17_19_20_match_18_19_20.png,boundary_multiple_tables,18 | 17 | 19 | 20,18 | 19 | 20,candidate_set_wrong,boundary_multiple_tables,,False,,"Queensland.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",919,candidate_set_wrong,1.0,True,"The page contains data for Queensland (Males and Females), but the candidate table numbers (17-20) do not match the actual content of this page, which appears to be a continuation of tables for Queensland. The candidate set provided is incorrect for this page.",google/gemini-3.1-flash-lite,0.00078325,
1911_census_volume_ii_part_viii_non_european_races,25,24,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0025_role_non_table_cand_20_19_21_22_match_unknown.png,non_table,20 | 19 | 21 | 22,,candidate_set_wrong,non_table,,False,,EUROPEAN RACE ENUMERATED Classified according to Race and Age,921,candidate_set_wrong,1.0,True,"The page contains two tables, but they are not numbered in the document. The provided candidate table numbers (19-22) do not appear on this page. The tables present are for specific states/territories not identified by number here.",google/gemini-3.1-flash-lite,0.00071975,
1911_census_volume_ii_part_viii_non_european_races,57,56,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0057_role_non_table_cand_45_44_46_match_unknown.png,non_table,45 | 44 | 46,,candidate_set_wrong,non_table,,False,,EUROPEAN RACE ENUMERATED,953,candidate_set_wrong,1,True,"The page contains tables for 'European Race Enumerated', which are not included in the provided candidate list (44, 45, 46). The candidate set is incorrect for this page.",google/gemini-3.1-flash-lite,0.0006965,
1911_census_volume_ii_part_viii_non_european_races,73,72,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0073_role_boundary_multiple_tables_cand_57_56_58_59_match_58_59.png,boundary_multiple_tables,57 | 56 | 58 | 59,58 | 59,candidate_set_wrong,boundary_multiple_tables,,False,,EUROPEAN RACE ENUMERATED / NON-EUROPEAN RACE ENUMERATED,969,candidate_set_wrong,1,True,"The page contains tables for 'European Race' and 'Non-European Race' (full-blooded Aboriginals), which do not correspond to the candidate table numbers (56-59) provided for the Northern Territory. The candidate set is incorrect for this page.",google/gemini-3.1-flash-lite,0.00075375,
1911_census_volume_ii_part_viii_non_european_races,101,100,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0101_role_non_table_cand_77_76_78_match_unknown.png,non_table,77 | 76 | 78,,candidate_set_wrong,continues,,False,,EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race,997,candidate_set_wrong,1.0,True,"The page contains a table regarding 'Half-caste' populations classified by birthplace. None of the provided candidate table numbers (76, 77, 78) match this content.",google/gemini-3.1-flash-lite,0.000704,
1911_census_volume_ii_part_viii_non_european_races,103,102,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0103_role_non_table_cand_78_77_79_match_unknown.png,non_table,78 | 77 | 79,,candidate_set_wrong,non_table,,False,,HALF-CASTE,999,candidate_set_wrong,1.0,True,"The page contains a table regarding 'Half-Caste' populations, which is not represented in the provided candidate list (77, 78, 79). The candidate set is incomplete.",google/gemini-3.1-flash-lite,0.00070025,
1911_census_volume_ii_part_viii_non_european_races,105,104,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0105_role_non_table_cand_79_78_80_match_unknown.png,non_table,79 | 78 | 80,,candidate_set_wrong,continues,,False,,EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race,1001,candidate_set_wrong,1.0,True,"The page contains a table regarding European race enumeration and birthplace, which does not correspond to the provided candidate tables (78, 79, 80) which are for Non-European races. The candidate set is incorrect for this page.",google/gemini-3.1-flash-lite,0.00073,
1911_census_volume_ii_part_viii_non_european_races,113,112,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0113_role_non_table_cand_83_82_84_match_unknown.png,non_table,83 | 82 | 84,,candidate_set_wrong,non_table,,False,,NON-EUROPEAN RACE ENUMERATED Classified according to Birthplace and Race blooded Aboriginals,1009,candidate_set_wrong,1.0,True,"The page contains two distinct tables regarding non-European and European race enumeration by birthplace and half-caste status. These tables are not numbered in the document and do not correspond to the provided candidate set (82, 83, 84).",google/gemini-3.1-flash-lite,0.000743,
1911_census_volume_ii_part_viii_non_european_races,157,156,output/diagnostics/flagged_pages/1911_census_volume_ii_part_viii_non_european_races/p0157_role_non_table_cand_102_101_103_match_unknown.png,non_table,102 | 101 | 103,,candidate_set_wrong,continues,,False,,EUROPEAN RACE ENUMERATED Classified according to Occupation and Race blooded Aboriginals,1053,candidate_set_wrong,1,True,"The page contains a table titled 'EUROPEAN RACE ENUMERATED', which is not represented in the candidate set (101, 102, 103). The candidate set is insufficient for this document.",google/gemini-3.1-flash-lite,0.00073125,
1911_census_volume_iii_part_xii_occupations,363,362,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0363_role_non_table_cand_35_34_36_match_unknown.png,non_table,35 | 34 | 36,,candidate_set_wrong,continues,,False,,"THE NORTHERN TERRITORY according to Occupation, Grade and Age",1641,candidate_set_wrong,1,True,"The page contains a table for Northern Territory Aboriginals, which is not represented in the provided candidate list (34, 35, 36). The candidate set is insufficient.",google/gemini-3.1-flash-lite,0.00069925,
1911_census_volume_iii_part_xii_occupations,411,410,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0411_role_non_table_cand_51_50_52_match_unknown.png,non_table,51 | 50 | 52,,candidate_set_wrong,continues,,False,,MELBOURNE AND SUBURBS according to Occupation and Age,1689,candidate_set_wrong,1.0,True,"The page contains a table for 'Melbourne and Suburbs', but the provided candidate table numbers (50, 51, 52) do not include this table. The candidate set is incomplete.",google/gemini-3.1-flash-lite,0.00071025,
1911_census_volume_iii_part_xii_occupations,423,422,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0423_role_non_table_cand_57_56_58_match_unknown.png,non_table,57 | 56 | 58,,candidate_set_wrong,complete_on_page,,False,,ADELAIDE AND SUBURBS according to Occupation and Age,1701,candidate_set_wrong,1.0,True,"The page contains a table for 'ADELAIDE AND SUBURBS according to Occupation and Age', but the provided candidate list (56, 57, 58) does not include the correct table number for this specific data set.",google/gemini-3.1-flash-lite,0.000738,
1911_census_volume_iii_part_xii_occupations,429,428,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0429_role_non_table_cand_60_59_61_match_unknown.png,non_table,60 | 59 | 61,,candidate_set_wrong,complete_on_page,,False,,"PERTH AND SUBURBS, according to Occupation and Age blooded Aboriginals",1707,candidate_set_wrong,1.0,True,"The page contains a table for 'blooded Aboriginals' in Perth and Suburbs. This table is not represented in the provided candidate list (59, 60, 61).",google/gemini-3.1-flash-lite,0.000727,
1911_census_volume_iii_part_xii_occupations,431,430,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0431_role_non_table_cand_61_60_62_match_unknown.png,non_table,61 | 60 | 62,,candidate_set_wrong,non_table,,False,,"PERTH AND SUBURBS according to Occupation, Grade and Age",1709,candidate_set_wrong,1,True,"The page contains a table for Perth and Suburbs, but the provided candidate table numbers (60, 61, 62) do not match this content. The candidate set is incorrect.",google/gemini-3.1-flash-lite,0.0007055,
1911_census_volume_iii_part_xii_occupations,435,434,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0435_role_non_table_cand_63_62_64_match_unknown.png,non_table,63 | 62 | 64,,candidate_set_wrong,continues,,False,,HOBART AND SUBURBS according to Occupation and Age,1713,candidate_set_wrong,1.0,True,"The page contains a table for Hobart and Suburbs, but the provided candidate table numbers (62, 63, 64) do not include the correct identifier for this table.",google/gemini-3.1-flash-lite,0.0007045,
1911_census_volume_iii_part_xii_occupations,554,553,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xii_occupations/p0554_role_boundary_multiple_tables_cand_84_83_85_match_84.png,boundary_multiple_tables,84 | 83 | 85,84,correct_match_from_candidates,boundary_multiple_tables,83 | 84,False,83 | 84,UNEMPLOYED PERSONS IN THE,1832,missing_table_match,1,True,"The page contains the end of Table 83 and the start of Table 84. Table 83 was missing from the candidate list provided in the metadata, but is clearly visible on the page.",google/gemini-3.1-flash-lite,0.0007675,
1911_census_volume_iii_part_xiii_dwellings,57,56,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0057_role_non_table_cand_31_30_32_match_unknown.png,non_table,31 | 30 | 32,,candidate_set_wrong,complete_on_page,,False,,STATE OF NEW SOUTH WALES to Number of Rooms and Number of Inmates solely by Full-blooded Aboriginals,1905,candidate_set_wrong,1,True,"The page contains a table regarding Aboriginals in New South Wales, which is not represented in the provided candidate table numbers (30, 31, 32).",google/gemini-3.1-flash-lite,0.000708,
1911_census_volume_iii_part_xiii_dwellings,186,185,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiii_dwellings/p0186_role_continues_cand_68_67_match_unknown.png,continues,68 | 67,,candidate_set_wrong,continues,,False,69,"69.—AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA—continued.",2034,candidate_set_wrong,1,True,"The page clearly identifies itself as Table 69. The provided candidate list (67, 68) does not include the correct table number.",google/gemini-3.1-flash-lite,0.00073375,
1911_census_volume_iii_part_xiv_summary,132,131,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0132_role_boundary_multiple_tables_cand_107_106_108_match_107.png,boundary_multiple_tables,107 | 106 | 108,107,candidate_set_wrong,boundary_multiple_tables,107,False,106 | 107,106.-FEMALE EXPECTATION OF LIFE AT EACH AGE-continued. | 107.-MALE EXPECTATION OF LIFE AT EACH AGE ACCORDING TO THE MORTALITY EXPERIENCE OF THE COMMONWEALTH AND ITS COMPONENT STATES FOR THE DECENNIUM 1901-10.,2180,candidate_set_wrong,1,True,Table 106 is clearly visible on the page but is missing from the candidate list. Only 107 was assigned.,google/gemini-3.1-flash-lite,0.00081925,
1911_census_volume_iii_part_xiv_summary,141,140,output/diagnostics/flagged_pages/1911_census_volume_iii_part_xiv_summary/p0141_role_non_table_cand_111_110_112_match_unknown.png,non_table,111 | 110 | 112,,candidate_set_wrong,continues,,False,,Classified according to Age and Occupation,2189,candidate_set_wrong,1,True,"The page contains a continuation of a table regarding Age and Occupation. The provided candidate table numbers (110, 111, 112) do not match this content. The table appears to be a continuation of a table from a previous page.",google/gemini-3.1-flash-lite,0.00072075,
