doc_id,file_name,local_path,page_count,page_index,pdf_page,candidate_table_numbers,matched_table_numbers,candidate_count,matched_count,printed_page,page_role,visible_titles,visible_subentry,visible_section,contains_multiple_tables,contains_table_header,contains_table_body,confidence,warnings,candidate_mismatch,error
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,29,30,17 | 16 | 18,16 | 17,3,2,30,boundary_multiple_tables,"16.—ADJUSTED NUMBER OF FEMALES BELOW EACH AGE—continued. | 17.—ADJUSTED NUMBER OF PERSONS BELOW EACH AGE IN EACH STATE AND TERRITORY at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,31,32,18 | 17 | 19,17 | 18,3,2,32,boundary_multiple_tables,"Adjusted Number of Persons below each Age in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Numbers in the Commonwealth at each Age, at the Censuses of 1881, 1891, 1901, and 1911",17.—ADJUSTED NUMBER OF PERSONS BELOW EACH AGE—continued.,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,34,35,20 | 19 | 21,19 | 20,3,2,35,boundary_multiple_tables,"Adjusted Population in Quinquennial Age Groups, in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Numbers of Males, Females, and Persons in each Quinquennial Age Group per 100,000 of Male, Female, and Total Population respectively, of each State and Territory of the Commonwealth, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,36,37,21 | 20 | 22 | 23,21 | 22,4,2,37,boundary_multiple_tables,"21.—ADJUSTED NUMBERS IN THE COMMONWEALTH IN QUINQUENNIAL AGE GROUPS at the CENSUSES of 1881, 1891, 1901, and 1911 | 22.—ADJUSTED NUMBERS OF MALES, FEMALES, AND PERSONS IN EACH QUINQUENNIAL AGE GROUP per 100,000 of Male, Female, and Total Population, respectively, of the Commonwealth at the Censuses of 1881, 1891, 1901, and 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,37,38,23 | 22 | 24 | 25,23 | 24,4,2,38,boundary_multiple_tables,"Increases in the Commonwealth in each Quinquennial Age Group, as shewn by the Adjusted Numbers for the Censuses of 1881, 1891, 1901, and 1911 | Number of Males recorded at each Age in the Metropolis of each State, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,40,41,26 | 25 | 27,25 | 26,3,2,41,boundary_multiple_tables,25.—NUMBER OF FEMALES RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE-cont. | 26.—NUMBER OF PERSONS RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE,,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,57,58,31 | 30 | 32 | 33,31 | 32,4,2,58,boundary_multiple_tables,"New South Wales.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | New South Wales.—Population of State Electoral Districts, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,59,60,33 | 32 | 34 | 35,33 | 34,4,2,60,boundary_multiple_tables,"Victoria.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911 | Victoria.—Number of Females in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,61,62,35 | 34 | 36,34 | 35,3,2,62,boundary_multiple_tables,"Victoria.—Number of Females in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911 | Victoria.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,64,65,37 | 36 | 38 | 39,37 | 38,4,2,65,boundary_multiple_tables,37.—VICTORIA.—POPULATION OF COMMONWEALTH ELECTORAL DIVISIONS | 38.—VICTORIA.—POPULATION OF STATE ELECTORAL PROVINCES,,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,73,74,44 | 43 | 45 | 46,44 | 45,4,2,74,boundary_multiple_tables,"Queensland.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | Queensland.—Population of State Electoral Districts, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,82,83,50 | 49 | 51 | 52 | 53,50 | 51 | 52,5,3,83,boundary_multiple_tables,"South Australia.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | South Australia.—Population of Council Electoral Districts, as recorded at the Census of 3rd April, 1911 | South Australia.—Population of Assembly Electoral Districts, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,83,84,53 | 52 | 54 | 55,53 | 54,4,2,84,boundary_multiple_tables,"53.—Western Australia.—Number of Males in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911 | 54.—Western Australia.—Number of Females in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,84,85,53 | 52 | 54 | 55,53 | 54,4,2,85,boundary_multiple_tables,"Western Australia.—Number of Males in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911 | Western Australia.—Number of Females in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,85,86,55 | 54 | 56,54 | 55,3,2,86,boundary_multiple_tables,"Western Australia.—Number of Females in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911 | Western Australia.—Number of Persons in Quinquennial Age Groups, as recorded in each Statistical District, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,87,88,56 | 55 | 57 | 58 | 59,56 | 57 | 58,5,3,88,boundary_multiple_tables,"Western Australia.—Number of Children in Single Ages under 5 years last birthday, recorded in each Statistical District, at the Census of 3rd April, 1911 | Western Australia.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | Western Australia.—Population of State Electoral Provinces, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,95,96,63 | 62 | 64 | 65,63 | 64,4,2,96,boundary_multiple_tables,63.—TASMANIA.—NUMBER OF CHILDREN IN SINGLE AGES UNDER 5 YEARS LAST BIRTHDAY | 64.—TASMANIA.—POPULATION OF COMMONWEALTH ELECTORAL DIVISIONS,,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,96,97,65 | 64 | 66 | 67,65 | 66,4,2,97,boundary_multiple_tables,"65.—TASMANIA.—POPULATION OF STATE ELECTORAL PROVINCES as Recorded at the Census of 3rd April, 1911 | 66.—NORTHERN TERRITORY.—POPULATION IN QUINQUENNIAL AGE GROUPS as Recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,97,98,67 | 66 | 68 | 69 | 70,67 | 68 | 69,5,3,98,boundary_multiple_tables,"Northern Territory.—Number of Children in Single Ages under 5 years last birthday, recorded in each County, at the Census of 3rd April, 1911 | Federal Capital Territory.—Population in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911 | Federal Capital Territory.—Number of Children in Single Ages under 5 years last birthday, recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,99,100,71 | 70 | 72,70 | 71,3,2,100,boundary_multiple_tables,"70.—NUMBER OF FULL-BLOODED ABORIGINAL MALES—continued. | 71.—NUMBER OF FULL-BLOODED ABORIGINAL FEMALES Recorded at each age in each State and Territory of the Commonwealth at the Census of 3rd April, 1911.",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,103,104,72 | 71,,2,0,,non_table,,,,False,False,False,1,The provided page is blank.,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,7,8,2 | 1 | 3,1 | 2,3,2,112,boundary_multiple_tables,"1.—MALE POPULATION OF STATES AND TERRITORIES OF COMMONWEALTH, 1911—continued. | 2.—FEMALE POPULATION OF THE STATES AND TERRITORIES OF THE COMMONWEALTH at the Census of 3rd April, 1911, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,10,11,3 | 2 | 4,2 | 3,3,2,115,boundary_multiple_tables,"2.—FEMALE POPULATION OF STATES AND TERRITORIES OF THE COMMONWEALTH, 1911—cont. | 3.—TOTAL POPULATION OF THE STATES AND TERRITORIES OF THE COMMONWEALTH at the Census of 3rd April, 1911, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,14,15,4 | 3 | 5,3 | 4,3,2,119,boundary_multiple_tables,"3.—TOTAL POPULATION OF STATES AND TERRITORIES OF THE COMMONWEALTH, 1911—cont. | 4.—MALE POPULATION OF THE STATES AND NORTHERN TERRITORY OF THE COMMONWEALTH at the Census of 31st March, 1901, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,17,18,6 | 5 | 7,5 | 6,3,2,122,boundary_multiple_tables,"Female Population of the States and Northern Territory of the Commonwealth, at the Census of 31st March, 1901, classified according to Birthplace | Total Population of the States and Northern Territory of the Commonwealth, at the Census of 31st March, 1901, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,20,21,8 | 7 | 9,7 | 8,3,2,125,boundary_multiple_tables,"7.—MALE POPULATION OF THE STATES AND NORTHERN TERRITORY, 1891—continued. | 8.—FEMALE POPULATION OF THE STATES AND NORTHERN TERRITORY OF THE COMMONWEALTH at the Census of 5th April, 1891, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,23,24,10 | 9 | 11,9 | 10,3,2,128,boundary_multiple_tables,"9.—TOTAL POPULATION OF THE STATES AND NORTHERN TERRITORY, 1891—continued. | 10.— COMPARATIVE STATEMENT OF THE POPULATION OF THE COMMONWEALTH at the Censuses of 1891, 1901, and 1911, classified according to Birthplace",,,True,True,True,1,,False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,30,31,13 | 12 | 14,,3,0,135,non_table,COMMONWEALTH OF AUSTRALIA classified according to Birthplace and Age Abodiginal Aborigines,,,False,True,True,0.9,"The page contains a table, but it is not one of the candidate tables provided in the prompt (Table 13, 12, or 14).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,48,49,22 | 21 | 23,,3,0,153,non_table,,,,False,False,True,1,"The page contains a table, but it does not match any of the provided candidate table numbers (21, 22, 23). The table on this page appears to be a continuation of a table for Queensland, but it is not one of the candidates provided.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,60,61,28 | 27 | 29,,3,0,165,non_table,,,STATE OF WESTERN AUSTRALIA,False,False,True,0.9,"The page contains a table of Western Australia population by birthplace and age, but it is not one of the candidate tables provided (27, 28, 29).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,72,73,34 | 33 | 35,,3,0,177,non_table,,,THE NORTHERN TERRITORY classified according to Birthplace and Age (excluding full-blooded Aboriginals),False,True,True,0.9,"The page contains a table for the Northern Territory, but it is not one of the candidate tables provided (33, 34, or 35). The table on this page appears to be a continuation or a specific subset (excluding full-blooded Aboriginals) not explicitly listed in the candidates.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,96,97,46 | 45 | 47,,3,0,201,non_table,,,THE STATE OF VICTORIA,False,True,True,0.9,"The page contains a table for the State of Victoria, but it does not match the candidate table numbers provided (45, 46, 47) which are for different page spans.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,102,103,49 | 48 | 50,,3,0,207,non_table,"THE STATE OF QUEENSLAND | Nationality, Length of Residence, Education, and Conjugal Condition",,,False,True,True,0.9,"The page contains a table for Queensland, but it is not one of the candidate table numbers provided (48, 49, 50).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,108,109,52 | 51 | 53,,3,0,213,non_table,,,STATE OF SOUTH AUSTRALIA,False,False,True,0.9,"The page contains a table for South Australia, but it is not one of the provided candidate table numbers (51, 52, 53). The content appears to be a continuation of a table not listed in the candidates.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,114,115,55 | 54 | 56,,3,0,219,non_table,,,STATE OF WESTERN AUSTRALIA,False,True,True,0.9,"The page contains a table for Western Australia, but it does not match the candidate table numbers provided for this document index (54, 55, 56).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,120,121,58 | 57 | 59,,3,0,225,non_table,,,THE STATE OF TASMANIA,False,True,True,0.9,"The page contains a table for Tasmania, but the candidate list provided only includes tables 57, 58, and 59. Table 58 is listed as spanning 119-120, but this page is 121. The content appears to be a continuation of the Tasmania tables, but does not match the provided candidate IDs.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,126,127,61 | 60 | 62,,3,0,231,non_table,"THE NORTHERN TERRITORY Nationality, Length of Residence, Education, and Conjugal Condition",,,False,True,True,0.9,"The page contains a table for the Northern Territory, but it does not match the provided candidate table numbers (60, 61, 62) which are for different pages or specific subsets.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,144,145,70 | 69 | 71,,3,0,249,non_table,,,"STATE OF NEW SOUTH WALES, Classified according to Birthplace and Religion. (excluding full-blooded Aboriginals).",False,True,True,0.9,"The page contains a table for New South Wales, but it is not one of the candidate tables provided (70, 69, 71). The candidate tables provided are for different page ranges or states.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,150,151,73 | 72 | 74,,3,0,255,non_table,,,"STATE OF VICTORIA, Classified according to Birthplace and Religion. (Excluding full-blooded Aboriginals).",False,False,True,0.9,"The page contains a table body for the State of Victoria, but the provided candidate table numbers (72, 73, 74) do not match this specific table content (which appears to be a continuation of a table for Victoria, likely Table 73, but the page header does not explicitly state the table number).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,156,157,76 | 75 | 77,,3,0,261,non_table,,,STATE OF QUEENSLAND,False,False,True,0.9,"The page contains a table for Queensland, but the candidate list provided only includes Queensland tables 75 and 76 which span pages 153-156. This page is numbered 261 and appears to be a continuation of the Queensland data not covered by the provided candidate list.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,162,163,79 | 78 | 80,,3,0,267,non_table,,,STATE OF SOUTH AUSTRALIA,False,True,True,0.9,"The page contains a table for South Australia, but the candidate list provided only includes tables 78, 79, and 80 which are associated with different page spans or geographies than what is depicted on this specific page (which is page 267 of the document, not 163).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,168,169,82 | 81 | 83,,3,0,273,non_table,,,STATE OF WESTERN AUSTRALIA,False,False,True,0.9,"The page contains a table for Western Australia, but the provided candidate list only includes Table 82 for Western Australia (which spans 167-168) and Table 83 for Tasmania. The page content does not match the provided candidate table numbers.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,180,181,88 | 87 | 89,,3,0,285,non_table,,,NORTHERN TERRITORY,False,False,False,0.9,"The page contains a table for Northern Territory, but it is not one of the candidate tables provided (87, 88, 89).",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,186,187,91 | 90 | 92,,3,0,291,non_table,,,FEDERAL CAPITAL TERRITORY,False,True,True,0.9,"The page contains a table for the Federal Capital Territory, but the provided candidate list only includes table 91 for the FCT which spans pages 185-186. This page is numbered 291 and appears to be a continuation or a different table not in the provided candidate list.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,264,265,99 | 98 | 100,,3,0,369,non_table,,,DISTRICTS OF WESTERN AUSTRALIA—continued.,False,False,True,0.9,"The page contains a continuation of a table, but the table number (99) is outside the provided candidate range for this page index.",False,
1911_census_volume_ii_part_ii_birthplaces,1911 Census - Volume II - Part II Birthplaces.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part II Birthplaces.pdf,282,281,282,103 | 102,,2,0,,non_table,,,,False,False,False,1,The provided page image is blank.,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,7,8,3 | 2 | 4,2 | 3,3,2,394,boundary_multiple_tables,"Population of the Commonwealth of Australia at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia | Population of the State of New South Wales at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,13,14,5 | 4 | 6,4 | 5,3,2,400,boundary_multiple_tables,"4.-POPULATION OF THE | 5.-POPULATION OF THE At the Census of 3rd April, 1911, Classified (Exclusive of Full-",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,14,15,5 | 4 | 6,4 | 5,3,2,401,boundary_multiple_tables,"Population of the State of Victoria at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia | Population of the State of Queensland at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia",,,True,True,True,1,,False,
