doc_id,file_name,local_path,page_count,page_index,pdf_page,candidate_table_numbers,matched_table_numbers,candidate_count,matched_count,printed_page,page_role,visible_titles,visible_subentry,visible_section,contains_multiple_tables,contains_table_header,contains_table_body,confidence,warnings,candidate_mismatch,error
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,15,16,7 | 6 | 8,7,3,1,16,continues,"Comparative Statement, shewing the Unadjusted Numbers in the Commonwealth at each Age, at the Censuses of 1891, 1901, and 1911",Comparative Statement shewing the Unadjusted Numbers—continued.,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,16,17,8 | 7 | 9 | 10,8 | 9,4,2,17,boundary_multiple_tables,"Comparative Statement, shewing the Unadjusted Numbers in the Commonwealth in Quinquennial Age Groups, at the Censuses of 1881, 1891, 1901, and 1911 | Adjusted Number of Males at each Age in each State and Territory, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,17,18,8 | 7 | 9 | 10,9,4,1,18,continues,"Adjusted Number of Males at each Age in each State and Territory, at the Census of 3rd April, 1911",9.—ADJUSTED NUMBER OF MALES AT EACH AGE—continued.,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,18,19,10 | 9 | 11,10,3,1,19,complete_on_page,"Adjusted Number of Females at each Age in each State and Territory, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,19,20,11 | 10 | 12,10 | 11,3,2,20,boundary_multiple_tables,"10.—ADJUSTED NUMBER OF FEMALES AT EACH AGE—continued. | 11.—ADJUSTED NUMBER OF PERSONS AT EACH AGE IN EACH STATE AND TERRITORY at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,20,21,11 | 10 | 12,11,3,1,21,continues,"Adjusted Number of Persons at each Age in each State and Territory, at the Census of 3rd April, 1911",continued,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,21,22,12 | 11 | 13,11 | 12,3,2,22,boundary_multiple_tables,"Adjusted Number of Persons at each Age in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Number of Males at and above each Age in each State and Territory, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,22,23,12 | 11 | 13,12,3,1,23,continues,12.—ADJUSTED NUMBER OF MALES AT AND ABOVE EACH AGE -continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,23,24,13 | 12 | 14,13,3,1,24,complete_on_page,"Adjusted Number of Females at and above each Age in each State and Territory, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,24,25,14 | 13 | 15,13 | 14,3,2,25,boundary_multiple_tables,"Adjusted Number of Females at and above each Age in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Number of Persons at and above each Age in each State and Territory, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,25,26,14 | 13 | 15,14,3,1,26,continues,"Adjusted Number of Persons at and above each Age in each State and Territory, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,26,27,15 | 14 | 16,14 | 15,3,2,27,boundary_multiple_tables,"Adjusted Number of Persons at and above each Age in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Number of Males below each Age in each State and Territory, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,27,28,15 | 14 | 16,15,3,1,28,continues,"Adjusted Number of Males below each Age in each State and Territory, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,28,29,16 | 15 | 17,16,3,1,29,complete_on_page,"16.—ADJUSTED NUMBER OF FEMALES BELOW EACH AGE IN EACH STATE AND TERRITORY at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,29,30,17 | 16 | 18,16 | 17,3,2,30,boundary_multiple_tables,"16.—ADJUSTED NUMBER OF FEMALES BELOW EACH AGE—continued. | 17.—ADJUSTED NUMBER OF PERSONS BELOW EACH AGE IN EACH STATE AND TERRITORY at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,30,31,17 | 16 | 18,17,3,1,31,continues,"Adjusted Number of Persons below each Age in each State and Territory, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,31,32,18 | 17 | 19,17 | 18,3,2,32,boundary_multiple_tables,"Adjusted Number of Persons below each Age in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Numbers in the Commonwealth at each Age, at the Censuses of 1881, 1891, 1901, and 1911",17.—ADJUSTED NUMBER OF PERSONS BELOW EACH AGE—continued.,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,32,33,18 | 17 | 19,18,3,1,33,continues,"Adjusted Numbers in the Commonwealth at each Age, at the Censuses of 1881, 1891, 1901, and 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,33,34,19 | 18 | 20,19,3,1,34,complete_on_page,19. ADJUSTED POPULATION IN QUINQUENNIAL AGE GROUPS IN EACH STATE AND TERRITORY,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,34,35,20 | 19 | 21,19 | 20,3,2,35,boundary_multiple_tables,"Adjusted Population in Quinquennial Age Groups, in each State and Territory, at the Census of 3rd April, 1911 | Adjusted Numbers of Males, Females, and Persons in each Quinquennial Age Group per 100,000 of Male, Female, and Total Population respectively, of each State and Territory of the Commonwealth, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,35,36,20 | 19 | 21,20,3,1,36,continues,"20.—ADJUSTED NUMBERS OF MALES, FEMALES, AND PERSONS IN EACH QUINQUENNIAL AGE GROUP—continued.",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,36,37,21 | 20 | 22 | 23,21 | 22,4,2,37,boundary_multiple_tables,"21.—ADJUSTED NUMBERS IN THE COMMONWEALTH IN QUINQUENNIAL AGE GROUPS at the CENSUSES of 1881, 1891, 1901, and 1911 | 22.—ADJUSTED NUMBERS OF MALES, FEMALES, AND PERSONS IN EACH QUINQUENNIAL AGE GROUP per 100,000 of Male, Female, and Total Population, respectively, of the Commonwealth at the Censuses of 1881, 1891, 1901, and 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,37,38,23 | 22 | 24 | 25,23 | 24,4,2,38,boundary_multiple_tables,"Increases in the Commonwealth in each Quinquennial Age Group, as shewn by the Adjusted Numbers for the Censuses of 1881, 1891, 1901, and 1911 | Number of Males recorded at each Age in the Metropolis of each State, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,38,39,23 | 22 | 24 | 25,24,4,1,39,ends,24.—NUMBER OF MALES RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE—cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,39,40,25 | 24 | 26,25,3,1,40,complete_on_page,25.—NUMBER OF FEMALES RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,40,41,26 | 25 | 27,25 | 26,3,2,41,boundary_multiple_tables,25.—NUMBER OF FEMALES RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE-cont. | 26.—NUMBER OF PERSONS RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE,,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,41,42,26 | 25 | 27,26,3,1,42,continues,26.—NUMBER OF PERSONS RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE—cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,42,43,26 | 25 | 27,26,3,1,43,ends,26.—NUMBER OF PERSONS RECORDED AT EACH AGE IN THE METROPOLIS OF EACH STATE—cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,43,44,27 | 26 | 28,27,3,1,44,continues,"New South Wales.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,44,45,27 | 26 | 28,27,3,1,45,continues,"New South Wales.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,45,46,27 | 26 | 28,27,3,1,46,continues,"New South Wales.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,46,47,27 | 26 | 28,27,3,1,47,ends,"New South Wales.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",MALES IN QUINQUENNIAL AGE GROUPS—continued.,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,47,48,28 | 27 | 29,28,3,1,48,continues,"28.—NEW SOUTH WALES.—NUMBER OF FEMALES IN QUINQUENNIAL AGE GROUPS AS RECORDED IN EACH COUNTY, AT THE CENSUS OF 3RD APRIL, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,48,49,28 | 27 | 29,28,3,1,49,continues,"New South Wales.—Number of Females in Quinquennial Age Groups as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,49,50,28 | 27 | 29,28,3,1,50,ends,"28.—NEW SOUTH WALES.—COUNTIES.—NUMBER OF FEMALES IN QUINQUENNIAL AGE GROUPS AS RECORDED IN EACH COUNTY, AT THE CENSUS OF 3RD APRIL, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,50,51,28 | 27 | 29,28,3,1,51,ends,"New South Wales.—Number of Females in Quinquennial Age Groups as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,51,52,29 | 28 | 30,29,3,1,52,continues,"New South Wales.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,52,53,29 | 28 | 30,29,3,1,53,continues,"New South Wales.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,53,54,29 | 28 | 30,29,3,1,54,ends,"New South Wales.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,54,55,29 | 28 | 30,29,3,1,55,ends,"New South Wales.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,PERSONS IN QUINQUENNIAL AGE GROUPS—continued.,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,55,56,30 | 29 | 31,30,3,1,56,continues,"New South Wales.—Number of Children in Single Ages under 5 years last birthday, recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,56,57,30 | 29 | 31,30,3,1,57,continues,"New South Wales.—Number of Children in Single Ages under 5 years last birthday, recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,57,58,31 | 30 | 32 | 33,31 | 32,4,2,58,boundary_multiple_tables,"New South Wales.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | New South Wales.—Population of State Electoral Districts, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,58,59,31 | 30 | 32 | 33,32,4,1,59,continues,32.—NEW SOUTH WALES.—POPULATION OF STATE ELECTORAL DISTRICTS—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,59,60,33 | 32 | 34 | 35,33 | 34,4,2,60,boundary_multiple_tables,"Victoria.—Number of Males in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911 | Victoria.—Number of Females in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,60,61,33 | 32 | 34 | 35,35,4,1,61,starts,"Victoria.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,61,62,35 | 34 | 36,34 | 35,3,2,62,boundary_multiple_tables,"Victoria.—Number of Females in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911 | Victoria.—Number of Persons in Quinquennial Age Groups, as recorded in each County, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,62,63,35 | 34 | 36,36,3,1,63,complete_on_page,"Victoria.—Number of Children in Single Ages under 5 years last birthday recorded in each County, at the Census of 3rd April, 1911",,,False,True,True,0.9,"The page contains the conclusion of a previous table (Table 35) and the entirety of Table 36. However, Table 35 is not listed as a candidate for this page index, so only Table 36 is matched.",False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,63,64,36 | 35 | 37,36,3,1,64,complete_on_page,36.—VICTORIA.—NUMBER OF CHILDREN IN SINGLE AGES UNDER 5 YEARS LAST BIRTHDAY,,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,64,65,37 | 36 | 38 | 39,37 | 38,4,2,65,boundary_multiple_tables,37.—VICTORIA.—POPULATION OF COMMONWEALTH ELECTORAL DIVISIONS | 38.—VICTORIA.—POPULATION OF STATE ELECTORAL PROVINCES,,,True,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,65,66,39 | 38 | 40,39,3,1,66,complete_on_page,"Victoria.—Population of State Electoral Districts, as recorded at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,66,67,40 | 39 | 41,40,3,1,67,complete_on_page,"Queensland.—Number of Children in Single Ages under 5 years last birthday, recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,67,68,41 | 40 | 42,41,3,1,68,continues,41. QUEENSLAND.—NUMBER OF MALES as Recorded in each Census District (Exclusive of Full-),,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,68,69,41 | 40 | 42,42,3,1,69,starts,"Queensland.—Number of Females in Quinquennial Age Groups, as recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,69,70,42 | 41 | 43,42,3,1,70,ends,"Queensland.—Number of Females in Quinquennial Age Groups, as recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,70,71,42 | 41 | 43,43,3,1,71,starts,"Queensland.—Number of Persons in Quinquennial Age Groups, as recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,71,72,43 | 42 | 44,43,3,1,72,continues,"Queensland.—Number of Persons in Quinquennial Age Groups, as recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,"The page header incorrectly labels the table as 42, but the content matches the definition of table 43 provided in the candidate list.",False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,72,73,43 | 42 | 44,43,3,1,73,ends,"Queensland.—Number of Persons in Quinquennial Age Groups, as recorded in each Census District, at the Census of 3rd April, 1911",,,False,True,True,1,,False,
1911_census_volume_ii_part_i_ages,1911 Census - Volume II - Part I Ages.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part I Ages.pdf,104,73,74,44 | 43 | 45 | 46,44 | 45,4,2,74,boundary_multiple_tables,"Queensland.—Population of Commonwealth Electoral Divisions, as recorded at the Census of 3rd April, 1911 | Queensland.—Population of State Electoral Districts, as recorded at the Census of 3rd April, 1911",,,True,True,True,1,,False,
